Generator,Latitude,Longitude,PLEXOS Node,reV_Node,PCA,State,Region,PLEXOS Technology,ReEDS Technology,Capacity (MW),SummaryRegion,infrastructure
Koma_Kulshan_WI,48.539444,-121.745,42128_KOMO K_WI,42128_KOMO K,p1,WA,PSEI_WI,Hydro,Hydro_WI,12,Washington,2050
MarchPointCC-Total_WI,48.498772,-122.609231,42131_MRPTGEN1_WI,42131_MRPTGEN1,p1,WA,PSEI_WI,Gas-CC,CC_WI,167.04,Washington,2050
upv_TechBreak2050_42312_CASCADEP_WI,47.188518,-120.989823,42312_CASCADEP_WI,42312_CASCADEP,p1,WA,PSEI_WI,PV,pv,37.3,Washington,2050
wind_TechBreak2050_42312_CASCADEP_WI,47.188518,-120.989823,42312_CASCADEP_WI,42312_CASCADEP,p1,WA,PSEI_WI,Wind,wind-ons,142.9,Washington,2050
upv_TechBreak2050_42316_CLE ELUM_WI,47.180127,-120.867761,42316_CLE ELUM_WI,42316_CLE ELUM,p1,WA,PSEI_WI,PV,pv,294.7,Washington,2050
wind_TechBreak2050_42316_CLE ELUM_WI,47.180127,-120.867761,42316_CLE ELUM_WI,42316_CLE ELUM,p1,WA,PSEI_WI,Wind,wind-ons,256.6,Washington,2050
Snoqualmie1-1Repower_WI,47.541215,-121.835522,42331_SNOQCAV_WI,42331_SNOQCAV1,p1,WA,PSEI_WI,Hydro,Hydro_WI,1.8,Washington,2050
Snoqualmie1-2Repower_WI,47.541215,-121.835522,42331_SNOQCAV_WI,42331_SNOQCAV1,p1,WA,PSEI_WI,Hydro,Hydro_WI,1.8,Washington,2050
Snoqualmie1-3Repower_WI,47.541215,-121.835522,42331_SNOQCAV_WI,42331_SNOQCAV1,p1,WA,PSEI_WI,Hydro,Hydro_WI,1.8,Washington,2050
Snoqualmie1-4Repower_WI,47.541215,-121.835522,42331_SNOQCAV_WI,42331_SNOQCAV1,p1,WA,PSEI_WI,Hydro,Hydro_WI,1.8,Washington,2050
Snoqualmie1-5Repower_WI,47.541215,-121.835522,42331_SNOQCAV_WI,42331_SNOQCAV1,p1,WA,PSEI_WI,Hydro,Hydro_WI,6.7,Washington,2050
Snoqualmie2-6Repower_WI,47.541215,-121.835522,42336_SNOQPWR2_WI,42336_SNOQPWR2,p1,WA,PSEI_WI,Hydro,Hydro_WI,13.7,Washington,2050
Snoqualmie2-7Repower_WI,47.541215,-121.835522,42336_SNOQPWR2_WI,42336_SNOQPWR2,p1,WA,PSEI_WI,Hydro,Hydro_WI,27,Washington,2050
Twin_Falls1_WI,47.568806,-121.885647,42341_TWINFALL_WI,42341_TWINFALL,p1,WA,PSEI_WI,Hydro,Hydro_WI,12,Washington,2050
Twin_Falls2_WI,47.568806,-121.885647,42341_TWINFALL_WI,42341_TWINFALL,p1,WA,PSEI_WI,Hydro,Hydro_WI,12,Washington,2050
SouthForkTolt_WI,47.675769,-121.881586,42351_TOLT RIV_WI,42351_TOLT RIV,p1,WA,SCL_WI,Hydro,Hydro_WI,16.8,Washington,2050
wind_TechBreak2050_42361ND RDG_WI,47.01716,-120.18748,42361ND RDG_WI,42361_WIND RDG,p1,WA,PSEI_WI,Wind,wind-ons,123.2,Washington,2050
upv_TechBreak2050_42363_WLD HORS_WI,47.019626,-120.191634,42363_WLD HORS_WI,42363_WLD HORS,p1,WA,PSEI_WI,PV,pv,71.3,Washington,2050
wind_TechBreak2050_42363_WLD HORS_WI,47.019626,-120.191634,42363_WLD HORS_WI,42363_WLD HORS,p1,WA,PSEI_WI,Wind,wind-ons,47,Washington,2050
upv_TechBreak2050_42373_POISN SP_WI,46.953778,-120.22859,42373_POISN SP_WI,42373_POISN SP,p1,WA,PSEI_WI,PV,pv,284.9,Washington,2050
wind_TechBreak2050_42373_POISN SP_WI,46.953778,-120.22859,42373_POISN SP_WI,42373_POISN SP,p1,WA,PSEI_WI,Wind,wind-ons,327.7,Washington,2050
upv_TechBreak2050_42374_SCHNEBLY_WI,46.938074,-119.986891,42374_SCHNEBLY_WI,42374_SCHNEBLY,p1,WA,BPAT_WI,PV,pv,144.9,Washington,2050
wind_TechBreak2050_42374_SCHNEBLY_WI,46.938074,-119.986891,42374_SCHNEBLY_WI,42374_SCHNEBLY,p1,WA,BPAT_WI,Wind,wind-ons,119.6,Washington,2050
wind_TechBreak2050_42395_EASTON_WI,47.4,-121.19,42395_EASTON_WI,42395_EASTON,p1,WA,PSEI_WI,Wind,wind-ons,28.7,Washington,2050
wind_TechBreak2050_42405_HYAK_WI,47.41,-121.4,42405_HYAK_WI,42405_HYAK,p1,WA,PSEI_WI,Wind,wind-ons,45.5,Washington,2050
Electron_1_WI,47.030132,-122.22263,42711_ELECTRON_WI,42711_ELECTRON,p1,WA,PSEI_WI,Hydro,Hydro_WI,5.1,Washington,2050
Electron_2_WI,47.030132,-122.22263,42711_ELECTRON_WI,42711_ELECTRON,p1,WA,PSEI_WI,Hydro,Hydro_WI,5.1,Washington,2050
Electron_3_WI,47.030132,-122.22263,42711_ELECTRON_WI,42711_ELECTRON,p1,WA,PSEI_WI,Hydro,Hydro_WI,5.1,Washington,2050
Electron_4_WI,47.030132,-122.22263,42711_ELECTRON_WI,42711_ELECTRON,p1,WA,PSEI_WI,Hydro,Hydro_WI,7.5,Washington,2050
upv_TechBreak2050_44276_BETTASRD_WI,47.057003,-120.41266,44276_BETTASRD_WI,44276_BETTASRD,p1,WA,BPAT_WI,PV,pv,240.9,Washington,2050
H_M_Jackson_1_WI,47.974444,-121.687778,45687_JACKSN1_WI,45687_JACKSN1,p1,WA,BPAT_WI,Hydro,Hydro_WI,47.5,Washington,2050
H_M_Jackson_2_WI,47.974444,-121.687778,45689_JACKSN2_WI,45689_JACKSN2,p1,WA,BPAT_WI,Hydro,Hydro_WI,47.5,Washington,2050
H_M_Jackson_3_WI,47.974444,-121.687778,45690_JACKSN34_WI,45690_JACKSN34,p1,WA,BPAT_WI,Hydro,Hydro_WI,8.4,Washington,2050
H_M_Jackson_4_WI,47.974444,-121.687778,45690_JACKSN34_WI,45690_JACKSN34,p1,WA,BPAT_WI,Hydro,Hydro_WI,8.4,Washington,2050
BlackCreek_WI,47.821037,-122.353367,45705_LYNNWD_WI,45705_LYNNWD,p1,WA,BPAT_WI,Hydro,Hydro_WI,3.7,Washington,2050
HutchinsnCreek1_WI,47.821037,-122.353367,45705_LYNNWD_WI,45705_LYNNWD,p1,WA,BPAT_WI,Hydro,Hydro_WI,1,Washington,2050
Nooksack_WI,47.821037,-122.353367,45705_LYNNWD_WI,45705_LYNNWD,p1,WA,BPAT_WI,Hydro,Hydro_WI,1.5,Washington,2050
SmithCreek_WI,47.821037,-122.353367,45705_LYNNWD_WI,45705_LYNNWD,p1,WA,BPAT_WI,Hydro,Hydro_WI,0.08,Washington,2050
SygitowiczCreek_WI,47.821037,-122.353367,45705_LYNNWD_WI,45705_LYNNWD,p1,WA,BPAT_WI,Hydro,Hydro_WI,0.45,Washington,2050
TesoroICs_WI,47.821037,-122.353367,45705_LYNNWD_WI,45705_LYNNWD,p1,WA,BPAT_WI,Oil-Gas-Steam,IC_WI,18,Washington,2050
Weeks_Falls_WI,47.821037,-122.353367,45705_LYNNWD_WI,45705_LYNNWD,p1,WA,BPAT_WI,Hydro,Hydro_WI,4.3,Washington,2050
wind_TechBreak2050_46045_MATTAWA_WI,46.79,-119.96,46045_MATTAWA_WI,46045_MATTAWA,p1,WA,GCPD_WI,Wind,wind-ons,158.6,Washington,2050
upv_TechBreak2050_46128_BRADEN_WI,47.23,-120.06,46128_BRADEN_WI,46128_BRADEN,p1,WA,GCPD_WI,PV,pv,34.5,Washington,2050
dpv_ALL_46409_BROAD ST_WI,47.621466,-122.345623,46409_BROAD ST_WI,46409_BROAD ST,p1,WA,SCL_WI,dPV,dpv,409.5,Washington,2050
DiabloHydro_31_WI,48.713874,-121.130546,46419_DIABLO31_WI,46419_DIABLO31,p1,WA,SCL_WI,Hydro,Hydro_WI,59.75,Washington,2050
DiabloHydro_32_WI,48.713874,-121.130546,46420_DIABLO32_WI,46420_DIABLO32,p1,WA,SCL_WI,Hydro,Hydro_WI,59.75,Washington,2050
dpv_ALL_46423_DUWAMISH_WI,47.514384,-122.307165,46423_DUWAMISH_WI,46423_DUWAMISH,p1,WA,SCL_WI,dPV,dpv,317.4,Washington,2050
dpv_ALL_46427_EASTPINE_WI,47.614718,-122.303017,46427_EASTPINE_WI,46427_EASTPINE,p1,WA,SCL_WI,dPV,dpv,231,Washington,2050
Gorge21_WI,48.697762,-121.206935,46429_GORGE_WI,46429_GORGE,p1,WA,SCL_WI,Hydro,Hydro_WI,28.94,Washington,2050
Gorge22_WI,48.697762,-121.206935,46429_GORGE_WI,46429_GORGE,p1,WA,SCL_WI,Hydro,Hydro_WI,28.94,Washington,2050
Gorge23_WI,48.697762,-121.206935,46429_GORGE_WI,46429_GORGE,p1,WA,SCL_WI,Hydro,Hydro_WI,28.94,Washington,2050
Gorge24_WI,48.697762,-121.206935,46430_GORGE 4_WI,46430_GORGE 4,p1,WA,SCL_WI,Hydro,Hydro_WI,76.19,Washington,2050
Ross_41_WI,48.731599,-121.066154,46439_ROSS 42_WI,46439_ROSS 42,p1,WA,SCL_WI,Hydro,Hydro_WI,112.5,Washington,2050
Ross_42_WI,48.731599,-121.066154,46439_ROSS 42_WI,46439_ROSS 42,p1,WA,SCL_WI,Hydro,Hydro_WI,112.5,Washington,2050
Ross_43_WI,48.731599,-121.066154,46441_ROSS 44_WI,46441_ROSS 44,p1,WA,SCL_WI,Hydro,Hydro_WI,112.5,Washington,2050
Ross_44_WI,48.731599,-121.066154,46441_ROSS 44_WI,46441_ROSS 44,p1,WA,SCL_WI,Hydro,Hydro_WI,112.5,Washington,2050
dpv_ALL_46445_SOUTH_WI,47.568213,-122.330239,46445_SOUTH_WI,46445_SOUTH,p1,WA,SCL_WI,dPV,dpv,494.5,Washington,2050
dpv_ALL_46453_UNIVERSY_WI,47.654848,-122.323314,46453_UNIVERSY_WI,46453_UNIVERSY,p1,WA,SCL_WI,dPV,dpv,243.7,Washington,2050
Alder11_WI,46.801486,-122.310144,46671_ALDER1_WI,46671_ALDER1,p1,WA,TPWR_WI,Hydro,Hydro_WI,25,Washington,2050
Alder12_WI,46.801486,-122.310144,46672_ALDER2_WI,46672_ALDER2,p1,WA,TPWR_WI,Hydro,Hydro_WI,25,Washington,2050
LaGrande_1_WI,46.821933,-122.302488,46732_LAGRND1_WI,46732_LAGRND1,p1,WA,TPWR_WI,Hydro,Hydro_WI,6,Washington,2050
LaGrande_2_WI,46.821933,-122.302488,46732_LAGRND1_WI,46732_LAGRND1,p1,WA,TPWR_WI,Hydro,Hydro_WI,6,Washington,2050
LaGrande_3_WI,46.821933,-122.302488,46732_LAGRND1_WI,46732_LAGRND1,p1,WA,TPWR_WI,Hydro,Hydro_WI,6,Washington,2050
LaGrande_4_WI,46.821933,-122.302488,46732_LAGRND1_WI,46732_LAGRND1,p1,WA,TPWR_WI,Hydro,Hydro_WI,6,Washington,2050
LaGrande_5_WI,46.821933,-122.302488,46733_LAGRND5_WI,46733_LAGRND5,p1,WA,TPWR_WI,Hydro,Hydro_WI,40,Washington,2050
Chelan_A_1_WI,47.808433,-119.985246,46803_CHELAN_WI,46803_CHELAN,p1,WA,CHPD_WI,Hydro,Hydro_WI,41.33,Washington,2050
Chelan_A_2_WI,47.808433,-119.985246,46803_CHELAN_WI,46803_CHELAN,p1,WA,CHPD_WI,Hydro,Hydro_WI,41.33,Washington,2050
upv_TechBreak2050_46869_MALAGA C_WI,47.376486,-120.220293,46869_MALAGA C_WI,46869_MALAGA C,p1,WA,CHPD_WI,PV,pv,46.7,Washington,2050
Rock_Island_A_WI,47.419112,-120.330736,46872_MILLER C_WI,46872_MILLER C,p1,WA,CHPD_WI,Hydro,Hydro_WI,1.13,Washington,2050
FredericksonCC-Total_WI,47.080617,-122.364647,47576_FREDST S_WI,47576_FREDST S,p1,WA,BPAT_WI,Gas-CC,CC_WI,269,Washington,2050
dpv_ALL_40007_ABERDEEN_WI,46.979546,-123.851579,40007_ABERDEEN_WI,40007_ABERDEEN,p2,WA,BPAT_WI,dPV,dpv,125.2,Washington,2050
gas-ct_TechBreak2050_1_1969_40063_CGS_WI,46.479667,-119.334827,40063_CGS_WI,40063_CGS,p2,WA,BPAT_WI,Gas-CT,gas-ct,60,Washington,2050
lfill-gas_TechBreak2050_1_1970_40063_CGS_WI,46.479667,-119.334827,40063_CGS_WI,40063_CGS,p2,WA,BPAT_WI,Biopower,lfill-gas,26,Washington,2050
o-g-s_TechBreak2050_1_1971_40063_CGS_WI,46.479667,-119.334827,40063_CGS_WI,40063_CGS,p2,WA,BPAT_WI,Oil-Gas-Steam,o-g-s,52.21,Washington,2050
wind_TechBreak2050_40183_CARSON_WI,45.720821,-121.802804,40183_CARSON_WI,40183_CARSON,p2,WA,BPAT_WI,Wind,wind-ons,53.4,Washington,2050
wind_TechBreak2050_40191_CATHLAMT_WI,46.195558,-123.371211,40191_CATHLAMT_WI,40191_CATHLAMT,p2,WA,BPAT_WI,Wind,wind-ons,37.3,Washington,2050
Chandler_1_WI,46.21249,-119.771938,40201_CHANDLER_WI,40201_CHANDLER,p2,WA,BPAT_WI,Hydro,Hydro_WI,6,Washington,2050
Chandler_2_WI,46.21249,-119.771938,40201_CHANDLER_WI,40201_CHANDLER,p2,WA,BPAT_WI,Hydro,Hydro_WI,6,Washington,2050
wind_TechBreak2050_40257_COLD CRK_WI,46.51255,-119.871049,40257_COLD CRK_WI,40257_COLD CRK,p2,WA,BPAT_WI,Wind,wind-ons,90.9,Washington,2050
Cowlitz_Falls1_WI,46.463878,-122.104156,40307_COWFALLS_WI,40307_COWFALLS,p2,WA,BPAT_WI,Hydro,Hydro_WI,35,Washington,2050
Cowlitz_Falls2_WI,46.463878,-122.104156,40307_COWFALLS_WI,40307_COWFALLS,p2,WA,BPAT_WI,Hydro,Hydro_WI,35,Washington,2050
wind_TechBreak2050_40477_GOLDNDAL_WI,45.815553,-120.838181,40477_GOLDNDAL_WI,40477_GOLDNDAL,p2,WA,TPWR_WI,Wind,wind-ons,174.2,Washington,2050
upv_TechBreak2050_40499_HANFORD_WI,46.669335,-119.571501,40499_HANFORD_WI,40499_HANFORD,p2,WA,BPAT_WI,PV,pv,43.5,Washington,2050
wind_TechBreak2050_40512_WOOD CRK_WI,45.807463,-120.164917,40512_WOOD CRK_WI,40512_WOOD CRK,p2,WA,BPAT_WI,Wind,wind-ons,356.7,Washington,2050
wind_TechBreak2050_40539_HOLCOMB_WI,46.586569,-123.594045,40539_HOLCOMB_WI,40539_HOLCOMB,p2,WA,BPAT_WI,Wind,wind-ons,100.6,Washington,2050
Ice_Harbor_1_WI,46.247972,-118.879656,40559_ICE H1-2_WI,40559_ICE H1-1,p2,WA,BPAT_WI,Hydro,Hydro_WI,56.07,Washington,2050
Ice_Harbor_2_WI,46.247972,-118.879656,40559_ICE H1-2_WI,40559_ICE H1-1,p2,WA,BPAT_WI,Hydro,Hydro_WI,56.07,Washington,2050
Ice_Harbor_3_WI,46.247972,-118.879656,40561_ICE H3-4_WI,40561_ICE H2-3,p2,WA,BPAT_WI,Hydro,Hydro_WI,56.07,Washington,2050
Ice_Harbor_4_WI,46.247972,-118.879656,40561_ICE H3-4_WI,40561_ICE H2-3,p2,WA,BPAT_WI,Hydro,Hydro_WI,69.15,Washington,2050
Ice_Harbor_5_WI,46.247972,-118.879656,40563_ICE H5-6_WI,40563_ICE H3-5,p2,WA,BPAT_WI,Hydro,Hydro_WI,69.15,Washington,2050
Ice_Harbor_6_WI,46.247972,-118.879656,40563_ICE H5-6_WI,40563_ICE H3-5,p2,WA,BPAT_WI,Hydro,Hydro_WI,69.15,Washington,2050
wind_TechBreak2050_40666_CEN FERY_WI,46.595852,-117.807258,40666_CEN FERY_WI,40666_CEN FERY,p2,WA,BPAT_WI,Wind,wind-ons,88.4,Washington,2050
Roza_1_WI,46.616722,-120.483291,40756_ROZA_WI,40756_ROZA,p2,WA,BPAT_WI,Hydro,Hydro_WI,12.9,Washington,2050
wind_TechBreak2050_40774_NAPAVINE_WI,46.630501,-122.719872,40774_NAPAVINE_WI,40774_NAPAVINE,p2,WA,BPAT_WI,Wind,wind-ons,35.8,Washington,2050
wind_TechBreak2050_40775_NASELLE_WI,46.376315,-123.805174,40775_NASELLE_WI,40775_NASELLE,p2,WA,BPAT_WI,Wind,wind-ons,58.1,Washington,2050
dpv_ALL_40841_PORT ANG_WI,48.101221,-123.416849,40841_PORT ANG_WI,40841_PORT ANG,p2,WA,TPWR_WI,dPV,dpv,68.3,Washington,2050
wind_TechBreak2050_40865_RATLESNK_WI,46.6,-120.12,40865_RATLESNK_WI,40865_RATLESNK,p2,WA,TPWR_WI,Wind,wind-ons,318.4,Washington,2050
wind_TechBreak2050_40945_SAPPHO_WI,48.071919,-124.269446,40945_SAPPHO_WI,40945_SAPPHO,p2,WA,BPAT_WI,Wind,wind-ons,25.2,Washington,2050
wind_TechBreak2050_41011_SPEARFSH_WI,45.62356,-121.135048,41011_SPEARFSH_WI,41011_SPEARFSH,p2,WA,BPAT_WI,Wind,wind-ons,73.7,Washington,2050
wind_TechBreak2050_41036_NBONNANX_WI,45.64859,-121.958947,41036_NBONNANX_WI,41036_NBONNANX,p2,WA,BPAT_WI,Wind,wind-ons,62.6,Washington,2050
wind_TechBreak2050_41103_UNDRWOOD_WI,45.743255,-121.542281,41103_UNDRWOOD_WI,41103_UNDRWOOD,p2,WA,BPAT_WI,Wind,wind-ons,61.9,Washington,2050
wind_TechBreak2050_41184_BALD MT_WI,45.75698,-121.527542,41184_BALD MT_WI,41184_BALD MT,p2,WA,BPAT_WI,Wind,wind-ons,88.9,Washington,2050
wind_TechBreak2050_41259_STEVN T2_WI,45.708059,-121.893202,41259_STEVN T2_WI,41259_STEVN T2,p2,WA,BPAT_WI,Wind,wind-ons,43.3,Washington,2050
upv_TechBreak2050_41346_MIDWAYB1_WI,46.620445,-119.780505,41346_MIDWAYB1_WI,41346_MIDWAYB1,p2,WA,BPAT_WI,PV,pv,52.4,Washington,2050
wind_TechBreak2050_41400_TUCANN R_WI,46.319519,-117.662808,41400_TUCANN R_WI,41400_TUCANN R,p2,WA,BPAT_WI,Wind,wind-ons,552.8,Washington,2050
wind_TechBreak2050_41450_KNIGHT_WI,46.0995088,-120.8568012,41450_KNIGHT_WI,41450_KNIGHT,p2,WA,BPAT_WI,Wind,wind-ons,244.2,Washington,2050
wind_TechBreak2050_42991_DODGE JN_WI,46.524796,-117.822171,42991_DODGE JN_WI,42991_DODGE JN,p2,WA,PSEI_WI,Wind,wind-ons,163.4,Washington,2050
PortWestwrd1CC-Total_WI,46.13739,-122.941637,43905_PORTW G1_WI,43905_PORTW G1,p2,WA,PGE_WI,Gas-CC,CC_WI,483,Washington,2050
PortWestwrd2-01_WI,46.13739,-122.941637,43909_PORTW_WI,43909_PORTW,p2,WA,PGE_WI,Oil-Gas-Steam,IC_WI,18.3,Washington,2050
PortWestwrd2-02_WI,46.13739,-122.941637,43909_PORTW_WI,43909_PORTW,p2,WA,PGE_WI,Oil-Gas-Steam,IC_WI,18.3,Washington,2050
PortWestwrd2-03_WI,46.13739,-122.941637,43909_PORTW_WI,43909_PORTW,p2,WA,PGE_WI,Oil-Gas-Steam,IC_WI,18.3,Washington,2050
PortWestwrd2-04_WI,46.13739,-122.941637,43909_PORTW_WI,43909_PORTW,p2,WA,PGE_WI,Oil-Gas-Steam,IC_WI,18.3,Washington,2050
PortWestwrd2-05_WI,46.13739,-122.941637,43909_PORTW_WI,43909_PORTW,p2,WA,PGE_WI,Oil-Gas-Steam,IC_WI,18.3,Washington,2050
PortWestwrd2-06_WI,46.13739,-122.941637,43909_PORTW_WI,43909_PORTW,p2,WA,PGE_WI,Oil-Gas-Steam,IC_WI,18.3,Washington,2050
PortWestwrd2-07_WI,46.13739,-122.941637,43909_PORTW_WI,43909_PORTW,p2,WA,PGE_WI,Oil-Gas-Steam,IC_WI,18.3,Washington,2050
PortWestwrd2-08_WI,46.13739,-122.941637,43909_PORTW_WI,43909_PORTW,p2,WA,PGE_WI,Oil-Gas-Steam,IC_WI,18.3,Washington,2050
PortWestwrd2-09_WI,46.13739,-122.941637,43909_PORTW_WI,43909_PORTW,p2,WA,PGE_WI,Oil-Gas-Steam,IC_WI,18.3,Washington,2050
PortWestwrd2-10_WI,46.13739,-122.941637,43909_PORTW_WI,43909_PORTW,p2,WA,PGE_WI,Oil-Gas-Steam,IC_WI,18.3,Washington,2050
PortWestwrd2-11_WI,46.13739,-122.941637,43909_PORTW_WI,43909_PORTW,p2,WA,PGE_WI,Oil-Gas-Steam,IC_WI,18.3,Washington,2050
PortWestwrd2-12_WI,46.13739,-122.941637,43909_PORTW_WI,43909_PORTW,p2,WA,PGE_WI,Oil-Gas-Steam,IC_WI,18.3,Washington,2050
Little_Goose_1_WI,46.583857,-118.027135,44211_LGS 0102_WI,44211_LGS 0102,p2,WA,BPAT_WI,Hydro,Hydro_WI,135,Washington,2050
Little_Goose_2_WI,46.583857,-118.027135,44211_LGS 0102_WI,44211_LGS 0102,p2,WA,BPAT_WI,Hydro,Hydro_WI,135,Washington,2050
Little_Goose_3_WI,46.583857,-118.027135,44212_LGS 0304_WI,44212_LGS 0304,p2,WA,BPAT_WI,Hydro,Hydro_WI,135,Washington,2050
Little_Goose_4_WI,46.583857,-118.027135,44212_LGS 0304_WI,44212_LGS 0304,p2,WA,BPAT_WI,Hydro,Hydro_WI,135,Washington,2050
Little_Goose_5_WI,46.583857,-118.027135,44213_LGS 05_WI,44213_LGS 05,p2,WA,BPAT_WI,Hydro,Hydro_WI,135,Washington,2050
Little_Goose_6_WI,46.583857,-118.027135,44214_LGS 06_WI,44214_LGS 06,p2,WA,BPAT_WI,Hydro,Hydro_WI,135,Washington,2050
Lower_Granite_1_WI,46.651769,-117.419931,44231_LWG 0102_WI,44231_LWG 0102,p2,WA,BPAT_WI,Hydro,Hydro_WI,62.15,Washington,2050
Lower_Granite_2_WI,46.651769,-117.419931,44231_LWG 0102_WI,44231_LWG 0102,p2,WA,BPAT_WI,Hydro,Hydro_WI,62.15,Washington,2050
Lower_Granite_3_WI,46.651769,-117.419931,44232_LWG 0304_WI,44232_LWG 0304,p2,WA,BPAT_WI,Hydro,Hydro_WI,62.15,Washington,2050
Lower_Granite_4_WI,46.651769,-117.419931,44232_LWG 0304_WI,44232_LWG 0304,p2,WA,BPAT_WI,Hydro,Hydro_WI,62.15,Washington,2050
Lower_Granite_5_WI,46.651769,-117.419931,44233_LWG 05_WI,44233_LWG 05,p2,WA,BPAT_WI,Hydro,Hydro_WI,62.15,Washington,2050
Lower_Granite_6_WI,46.651769,-117.419931,44234_LWG 06_WI,44234_LWG 06,p2,WA,BPAT_WI,Hydro,Hydro_WI,62.15,Washington,2050
wind_TechBreak2050_44237_LWG PH1_WI,46.651769,-117.419931,44237_LWG PH1_WI,44237_LWG PH1,p2,WA,BPAT_WI,Wind,wind-ons,472.5,Washington,2050
LowerMonumentl1_WI,46.550404,-118.544944,44251_LMN 0102_WI,44251_LMN 0102,p2,WA,BPAT_WI,Hydro,Hydro_WI,61.1,Washington,2050
LowerMonumentl2_WI,46.550404,-118.544944,44251_LMN 0102_WI,44251_LMN 0102,p2,WA,BPAT_WI,Hydro,Hydro_WI,61.1,Washington,2050
LowerMonumentl3_WI,46.550404,-118.544944,44252_LMN 0304_WI,44252_LMN 0304,p2,WA,BPAT_WI,Hydro,Hydro_WI,61.1,Washington,2050
LowerMonumentl4_WI,46.550404,-118.544944,44252_LMN 0304_WI,44252_LMN 0304,p2,WA,BPAT_WI,Hydro,Hydro_WI,61.1,Washington,2050
LowerMonumentl5_WI,46.550404,-118.544944,44253_LMN 05_WI,44253_LMN 05,p2,WA,BPAT_WI,Hydro,Hydro_WI,61.1,Washington,2050
LowerMonumentl6_WI,46.550404,-118.544944,44254_LMN 06_WI,44254_LMN 06,p2,WA,BPAT_WI,Hydro,Hydro_WI,61.1,Washington,2050
wind_TechBreak2050_44912_TALBOT_WI,46.336824,-117.937116,44912_TALBOT_WI,44912_TALBOT,p2,WA,PACW_WI,Wind,wind-ons,160.3,Washington,2050
Ft_James_Cogen_WI,45.582143,-122.380403,44980_CAMASSW_WI,44980_CAMASSW,p2,WA,PACW_WI,Oil-Gas-Steam,Other_ST_WI,53,Washington,2050
wind_TechBreak2050_45327_WALAWALA_WI,46.070084,-118.379362,45327_WALAWALA_WI,45327_WALAWALA,p2,WA,PACW_WI,Wind,wind-ons,31.6,Washington,2050
wind_TechBreak2050_45331_WALLULA_WI,46.063794,-118.846043,45331_WALLULA_WI,45331_WALLULA,p2,WA,PACW_WI,Wind,wind-ons,84.6,Washington,2050
Merwin_1_WI,45.955117,-122.553389,45340_MERWIN 1_WI,45340_MERWIN 1,p2,WA,PACW_WI,Hydro,Hydro_WI,24.82,Washington,2050
